Topic,Titles,Question,OptionA,OptionB,OptionC,OptionD,Answer
Practical Design Of Steel Structure,Behaviour and Ultimate Strength of Plates and Possible Failure Modes,Which of the following is true about local buckling?,failure occurs by twisting of one or more individual elements of member,failure occurs by buckling of one or more individual elements of member,failure occurs by both buckling and twisting of one or more individual elements of member,cannot be prevented by selecting suitable width-to-thickness ratio of elements,failure occurs by buckling of one or more individual elements of member
Practical Design Of Steel Structure,Behaviour and Ultimate Strength of Plates and Possible Failure Modes,What is squash load?,yield stress + area of cross section,yield stress – area of cross section,yield stress / area of cross section,yield stress x area of cross section,yield stress x area of cross section
Practical Design Of Steel Structure,Behaviour and Ultimate Strength of Plates and Possible Failure Modes,What is overall flexural buckling?,failure occurs by excessive deflection in plane of weaker principal axis,failure occurs by excessive deflection in plane of stronger principal axis,failure occurs by twisting of member,failure caused by seismic load,failure occurs by excessive deflection in plane of weaker principal axis
Practical Design Of Steel Structure,Behaviour and Ultimate Strength of Plates and Possible Failure Modes,Which of the following is true about torsional buckling?,failure occurs by bending about shear centre in longitudinal axis,failure occurs when torsional rigidity of member is greater than bending rigidity,standard hot rolled shapes are not susceptible to torsional buckling,it cannot occur with doubly symmetric cross section,standard hot rolled shapes are not susceptible to torsional buckling
Practical Design Of Steel Structure,Behaviour and Ultimate Strength of Plates and Possible Failure Modes,Which of the following is not a solution for torsional buckling?,increasing length of members subjected to torsion,by careful arrangement of members,by providing bracing to prevent lateral movement and twisting,box section fabricated by adding welding side plates to ISHB sections,increasing length of members subjected to torsion
Practical Design Of Steel Structure,Behaviour and Ultimate Strength of Plates and Possible Failure Modes,Flexural torsional buckling cannot occur in ________,unsymmetrical members,cross section with one axis of symmetry,cross section with no axis of symmetry,doubly symmetric members,doubly symmetric members
Practical Design Of Steel Structure,"Plastic Design of Portal Frames, Effect of Axial and Shear force on Plastic Moment Capacity",Single bay portal frames with fixed bases have _______,two redundancies,three redundancies,four redundancies,zero redundancies,three redundancies
Practical Design Of Steel Structure,"Plastic Design of Portal Frames, Effect of Axial and Shear force on Plastic Moment Capacity","If order of indeterminacy is r, then minimum number of plastic hinges required for total collapse is _______",r-1,r,r+1,r+2,r+1
Practical Design Of Steel Structure,"Plastic Design of Portal Frames, Effect of Axial and Shear force on Plastic Moment Capacity",Which method is used when mechanism is applied to structures with sloping members?,method of instantaneous centre,method of centre,method of seismic centre,method of metacentre,method of instantaneous centre
Practical Design Of Steel Structure,"Plastic Design of Portal Frames, Effect of Axial and Shear force on Plastic Moment Capacity",Which of the following relation is correct for pin based frames?,Mp =γL(wL2/8)[1-k+(1+k)0.5].,Mp =γL(wL2/8)[1+k+(1-k)0.5].,Mp =γL(wL2/8)[1+k-(1+k)0.5].,Mp =γL(wL2/8)[1+k+(1+k)0.5].,Mp =γL(wL2/8)[1+k+(1+k)0.5].
Practical Design Of Steel Structure,"Plastic Design of Portal Frames, Effect of Axial and Shear force on Plastic Moment Capacity",Which of the following statement is true?,combined mechanism is combination of elementary mechanism,elementary mechanism is combination of combined mechanism,combined mechanism is not combination of elementary mechanism,elementary mechanism is combination of elementary and combined mechanism,combined mechanism is combination of elementary mechanism
Practical Design Of Steel Structure,"Plastic Design of Portal Frames, Effect of Axial and Shear force on Plastic Moment Capacity",The presence of axial equation implies that _________,sum of tension forces is always zero,sum of compression forces is always zero,sum of tension and compression forces is not zero,sum of tension and compression forces is zero,sum of tension and compression forces is not zero
Practical Design Of Steel Structure,"Plastic Design of Portal Frames, Effect of Axial and Shear force on Plastic Moment Capacity",Which of the following relation is correct for rectangular section of width b and depth d subjected to axial force N together with moment M?,(Mpr/Mp) + (N/Np)2 = 1,(Mpr/Mp) – (N/Np)2 = 1,(Mpr/Mp) + (N/Np) = 1,(Mpr/Mp) – (N/Np) = 1,(Mpr/Mp) + (N/Np)2 = 1
Practical Design Of Steel Structure,"Plastic Design of Portal Frames, Effect of Axial and Shear force on Plastic Moment Capacity",Which of the following relation is correct for I- section of width b and depth d subjected to axial force N together with moment M?,"(N/Np) – (1/1.18)(M/Mp) ≤ 1, when N/Np > 0.15","(N/Np) – (1/1.18)(M/Mp) ≤ 1, when N/Np < 0.15","(N/Np) + (1/1.18)(M/Mp) ≤ 1, when N/Np < 0.15","(N/Np) + (1/1.18)(M/Mp) ≤ 1, when N/Np > 0.15","(N/Np) + (1/1.18)(M/Mp) ≤ 1, when N/Np > 0.15"
Practical Design Of Steel Structure,"Plastic Design of Portal Frames, Effect of Axial and Shear force on Plastic Moment Capacity","When a member is subjected to uniaxial tensile or compressive stress in presence of shear stress  τ , yield occurs when ___",fy2 = f2 – 3 τ,fy2 = f2 + 3 τ2,fy2 = f2 – 3 τ2, fy2 = f2 + 3 τ,fy2 = f2 + 3 τ2
Practical Design Of Steel Structure,"Plastic Design of Portal Frames, Effect of Axial and Shear force on Plastic Moment Capacity",Yield in pure shear occurs when ______,0.58 fy,1.58 fy,2.8 fy,3.5 fy,0.58 fy
Practical Design Of Steel Structure,"Plastic Design of Portal Frames, Effect of Axial and Shear force on Plastic Moment Capacity","At full plasticity, the stress in web is given by",fw = fy√[1+(τw/τy)2 ].,fw = fy√[(τw/τy)2 ].,fw = fy√[1-(τw/τy)2 ].,fw = fy√[1+2(τw/τy)2 ].,fw = fy√[1-(τw/τy)2 ].
Practical Design Of Steel Structure,"Plastic Design of Portal Frames, Effect of Axial and Shear force on Plastic Moment Capacity",Loss of web capacity is given by ___,Zpw / (fy – fw),Zpw (fy – fw),Zpw (fy + fw),Zpw /(fy + fw),Zpw (fy – fw)
Practical Design Of Steel Structure,Bolted Connections – III,Which of the following equation is correct for bolt subjected to combined shear and tension?,(Vsb/Vdb)2 + (Tsb/Tdb)2 ≤ 1,(Vsb/Vdb)2 + (Tsb/Tdb)2 ≥ 1,(Vsb/Vdb) + (Tsb/Tdb) ≤ 1,(Vsb/Vdb) + (Tsb/Tdb) ≥ 1,(Vsb/Vdb)2 + (Tsb/Tdb)2 ≤ 1
Practical Design Of Steel Structure,Bolted Connections – III,Shear Capacity of HSFG bolts is,μfnekhFo,μfnekhFoγmf,μfnekh,5,3
Practical Design Of Steel Structure,Bolted Connections – III,The maximum number of bolts of diameter 25mm that can be accomodated in one row in 200mm wide flat are:,2,3,4,59 kN,29 kN
Practical Design Of Steel Structure,Bolted Connections – III, Calculate strength in shear of 16mm diameter of bolt of grade 4.6 for lap joint,50 kN,40 kN,29 kN,2,0.5
Practical Design Of Steel Structure,Bolted Connections – III,What is the value of kb in nominal bearing strength for a bolt of 20mm diameter of grade 4.6?,0.5,1,0.97,29.56 kN,50.18 kN
Practical Design Of Steel Structure,Bolted Connections – III,Calculate bearing strength of 20mm diameter bolt of grade 4.6 for joining main plates of 10mm thick using cover plate of 8mm thick using single cover butt joint.,70.26 kN,109.82 kN,50.18 kN,2,4
Practical Design Of Steel Structure,Bolted Connections – III,"Find the number of HSFG bolts of diameter 20mm, grade 88 for connection of member carrying factored tensile load of 200kN when no slip is permitted.",5,4,3,40%,40%
Practical Design Of Steel Structure,Bolted Connections – III,What is the efficiency of joint when strength of bolt per pitch length is 60kN and strength of plate per pitch length is 150kN?,25%,30%,35%,bearing capacity of bolt,minimum of shear strength and bearing capacity of bolt
Practical Design Of Steel Structure,Bolted Connections – III,Strength of bolt is,minimum of shear strength and bearing capacity of bolt,maximum of shear strength and bearing capacity of bolt,shear strength of bolt,bending forces,tensile forces
Practical Design Of Steel Structure,Types and Properties of Welding, Arrange the following welds in ascending order as per their usage in structural engineering applications.,"fillet weld, groove weld, slot and plug weld","slot and plug weld, groove weld, fillet weld","groove weld, fillet weld, slot and plug weld","fillet weld, slot and plug weld, groove weld","slot and plug weld, groove weld, fillet weld"
Practical Design Of Steel Structure,Types and Properties of Welding,Which of the following type of weld is most suitable for lap and T-joints?,Fillet weld,Groove weld,Slot weld,Plug weld,Fillet weld
Practical Design Of Steel Structure,Types and Properties of Welding,Which of the following is true about back-up strip provided at bottom of single-V grooves?,Back-up strips are commonly used when welding is done from both the sides,Back-up strips are commonly used when  root opening is sufficient,It creates a problem of burn-through,It introduces a crevice into the weld geometry,It introduces a crevice into the weld geometry
Practical Design Of Steel Structure,Types and Properties of Welding,The size of root gap and root face for groove weld does not depend on :,type of welding process,welding position,type of metal plate,volume of deposited material,type of metal plate
Practical Design Of Steel Structure,Types and Properties of Welding,Which of the following groove weld is used for plates of thickness more than 40mm?,Double-bevel,Single-J,Single-U,Double-U,Double-U
Practical Design Of Steel Structure,Types and Properties of Welding,Groove welds should have ________ strength as member they join.,same,less,greater,half,same
Practical Design Of Steel Structure,Types and Properties of Welding, Which of the following is not true regarding fillet welds?,They require less precision in fitting up two sections,They are adopted in field as well as shop welding,They are assumed to fail in tension,They are cheaper than groove welds,They are assumed to fail in tension
Practical Design Of Steel Structure,Types and Properties of Welding,Which of the following is true about slot and plug welds?,They are extensively used in steel construction,They are assumed to fail in shear,The inspection of these welds is easy,They are normally used to connect members carrying tensile loads,They are assumed to fail in shear
Practical Design Of Steel Structure,Types and Properties of Welding,Choose the correct option regarding weld metal.,Weld metal is same as parent metal,Weld metal is same as steel,It has higher yield to ultimate ratio,It has higher ductility compared to structural steel,It has higher yield to ultimate ratio
Practical Design Of Steel Structure,Types and Properties of Welding,Which of the following is not true regarding pre-heating of heat affected zone ?,Pre-heating does not help to reduce heat affected zone cracks,Pre-heating increases the cost of welding,It is done to remove surface moisture in highly humid conditions,It is done to disperse hydrogen away from weld pool and heat affected zone,Pre-heating does not help to reduce heat affected zone cracks
Practical Design Of Steel Structure,Design of Tension Members,"For the calculation of net area of flat with staggered bolts, the area to be deducted from gross area is :",nd,n’p2t/8g,ndt – n’p2t/4g,nd + n’p2t/4g,ndt – n’p2t/4g
Practical Design Of Steel Structure,Design of Tension Members,What is the net section area of steel plate 40cm wide and 10mm thick with one bolt if diameter of bolt hole is 18mm?,38.2 cm2,20 cm2,240 mm2,480 mm2,38.2 cm2
Practical Design Of Steel Structure,Design of Tension Members,Which section to be considered in the design for the net area of flat?  ,1-5-6-3,2-7-4,1-5-7-4,1-5-7-6-3,1-5-7-6-3
Practical Design Of Steel Structure,Design of Tension Members,"Calculate the minimum effective net area for the given section (300mm width, 10mm thick) connected to a 10 mm thick gusset plate by 18mm diameter bolts.  ",2796mm2,2681mm2,2861mm2,3055mm2,2681mm2
